head,tail,relation
头孢氨苄缓释片,毛囊炎,cure
头孢氨苄缓释片,生殖系统感染,cure
头孢氨苄缓释片,支气管炎,cure
头孢氨苄片,气管炎,cure
头孢氨苄颗粒,急性扁桃体炎,cure
头孢氨苄颗粒,重症感染,cure
头孢氨苄片,咽峡炎,cure
头孢氨苄片,尿路感染,cure
头孢氨苄片,扁桃体炎,cure
头孢氨苄片,尿路感染,cure
头孢氨苄片,皮肤软组织感染,cure
头孢氨苄片,呼吸道感染,cure
头孢氨苄片,中耳炎,cure
头孢氨苄颗粒,软组织感染,cure
头孢氨苄胶囊,尿路感染,cure
头孢氨苄颗粒,鼻窦炎,cure
头孢氨苄颗粒,尿路感染,cure
头孢氨苄片,皮肤软组织,cure
头孢氨苄片,肺炎,cure
头孢氨苄片,支气管炎,cure
头孢氨苄颗粒,气管炎,cure
头孢氨苄片,急性扁桃体炎,cure
头孢氨苄片,重症感染,cure
头孢氨苄片,咽峡炎,cure
头孢氨苄片,尿路感染,cure
头孢氨苄胶囊,扁桃体炎,cure
头孢氨苄胶囊,尿路感染,cure
头孢氨苄胶囊,皮肤软组织感染,cure
头孢氨苄胶囊,呼吸道感染,cure
头孢氨苄胶囊,中耳炎,cure
头孢氨苄胶囊,软组织感染,cure
头孢氨苄胶囊,尿路感染,cure
头孢氨苄胶囊,鼻窦炎,cure
头孢氨苄胶囊,尿路感染,cure
头孢氨苄胶囊,皮肤软组织,cure
头孢氨苄胶囊,肺炎,cure
头孢氨苄胶囊,支气管炎,cure
头孢氨苄胶囊,气管炎,cure
头孢氨苄颗粒,急性扁桃体炎,cure
头孢氨苄颗粒,重症感染,cure
头孢氨苄颗粒,咽峡炎,cure
头孢氨苄颗粒,尿路感染,cure
头孢氨苄颗粒,扁桃体炎,cure
头孢氨苄颗粒,尿路感染,cure
头孢氨苄颗粒,皮肤软组织感染,cure
头孢氨苄颗粒,呼吸道感染,cure
头孢氨苄颗粒,中耳炎,cure
头孢氨苄颗粒,软组织感染,cure
头孢氨苄片,尿路感染,cure
头孢氨苄片,鼻窦炎,cure
头孢氨苄片,尿路感染,cure
头孢氨苄片,皮肤软组织,cure
头孢氨苄片,肺炎,cure
头孢氨苄片,支气管炎,cure
头孢氨苄片,气管炎,cure
头孢氨苄片,急性扁桃体炎,cure
头孢氨苄片,重症感染,cure
头孢氨苄片,咽峡炎,cure
头孢氨苄片,尿路感染,cure
头孢氨苄片,扁桃体炎,cure
头孢氨苄片,尿路感染,cure
头孢氨苄片,皮肤软组织感染,cure
头孢氨苄胶囊,呼吸道感染,cure
头孢氨苄胶囊,中耳炎,cure
头孢氨苄胶囊,软组织感染,cure
头孢氨苄片,尿路感染,cure
头孢氨苄甲氧苄啶片,鼻窦炎,cure
头孢氨苄甲氧苄啶片,尿路感染,cure
头孢氨苄甲氧苄啶片,皮肤软组织感染,cure
头孢氨苄甲氧苄啶片,急性扁桃体炎,cure
头孢氨苄甲氧苄啶片,鼻窦炎,cure
头孢氨苄甲氧苄啶片,尿路感染,cure
头孢氨苄甲氧苄啶片,皮肤软组织感染,cure
头孢氨苄甲氧苄啶片,急性扁桃体炎,cure
头孢氨苄甲氧苄啶片,鼻窦炎,cure
头孢氨苄甲氧苄啶片,尿路感染,cure
头孢氨苄甲氧苄啶片,皮肤软组织感染,cure
头孢氨苄甲氧苄啶片,急性扁桃体炎,cure
头孢丙烯片,鼻窦炎,cure
头孢丙烯片,皮肤软组织,cure
头孢丙烯片,扁桃体炎,cure
头孢丙烯片,皮肤软组织感染,cure
头孢丙烯干混悬剂,肺炎,cure
头孢丙烯干混悬剂,下呼吸道感染,cure
头孢丙烯片,链球菌感染,cure
头孢丙烯片,咽炎/扁桃体炎,cure
头孢丙烯胶囊,皮肤软组织,cure
头孢丙烯分散片,呼吸道感染,cure
头孢丙烯分散片,咽炎,cure
头孢丙烯颗粒,皮肤软组织,cure
头孢丙烯颗粒,呼吸道感染,cure
头孢丙烯颗粒,咽炎,cure
头孢丙烯胶囊,皮肤软组织,cure
头孢丙烯胶囊,呼吸道感染,cure
头孢丙烯胶囊,咽炎,cure
头孢丙烯咀嚼片,皮肤软组织,cure
头孢泊肟酯颗粒,急性支气管炎,cure
头孢地尼胶囊,肺炎,cure
注射用头孢地秦钠,泌尿道感染,cure
头孢呋辛酯分散片,肺炎,cure
头孢呋辛酯分散片,上颌窦炎,cure
头孢呋辛酯分散片,急性支气管炎,cure
头孢呋辛酯分散片,下呼吸道感染,cure
头孢克洛片,软组织感染,cure
头孢克洛胶囊,流感,cure
头孢克洛胶囊,咽炎,cure
头孢克洛缓释片,气管炎,cure
头孢克洛缓释胶囊,流感,cure
头孢克洛缓释片,喉炎,cure
头孢克洛缓释片,尿路感染,cure
头孢克洛缓释胶囊,咽炎,cure
头孢克洛缓释片,泪囊炎,cure
头孢克洛缓释片,肾盂炎,cure
头孢克洛缓释片,支气管扩张,cure
头孢克洛缓释片,淋病,cure
头孢克洛缓释片,中耳炎,cure
头孢克洛片,软组织感染,cure
头孢克肟颗粒,尿道炎,cure
头孢克肟颗粒,淋病,cure
头孢克肟咀嚼片,胆管炎,cure
头孢克肟咀嚼片,猩红热,cure
头孢克肟颗粒,尿道炎,cure
头孢克肟咀嚼片,胆管炎,cure
头孢克肟咀嚼片,猩红热,cure
头孢克肟咀嚼片,尿道炎,cure
头孢克肟颗粒,胆管炎,cure
头孢克肟颗粒,猩红热,cure
头孢克肟颗粒,尿道炎,cure
头孢克肟颗粒,宫颈炎,cure
头孢克肟颗粒,中耳炎,cure
头孢拉定颗粒,支气管炎,cure
头孢拉定片,支气管炎,cure
头孢拉定干混悬剂,严重感染,cure
头孢拉定干混悬剂,咽炎,cure
头孢拉定颗粒,生殖道感染,cure
头孢拉定颗粒,软组织感染,cure
头孢拉定颗粒,气管炎,cure
头孢拉定颗粒,皮肤软组织感染,cure
头孢拉定颗粒,皮肤软组织,cure
头孢拉定颗粒,急性咽炎,cure
头孢拉定颗粒,呼吸道感染,cure
头孢拉定颗粒,肺炎,cure
头孢拉定干混悬剂,扁桃体炎,cure
头孢拉定干混悬剂,中耳炎,cure
头孢拉定分散片,支气管炎,cure
注射用头孢拉定,支气管炎,cure
注射用头孢拉定,支气管炎,cure
注射用头孢拉定,支气管炎,cure
头孢拉定干混悬剂,肺炎,cure
头孢拉定干混悬剂,肺炎,cure
头孢拉定颗粒,急性咽炎,cure
注射用头孢拉定,急性咽炎,cure
注射用头孢拉定,急性咽炎,cure
头孢拉定片,急性咽炎,cure
注射用头孢拉定,急性咽炎,cure
注射用头孢拉定,急性咽炎,cure
注射用头孢拉定,急性咽炎,cure
注射用头孢拉定,急性咽炎,cure
注射用头孢拉定,急性咽炎,cure
头孢拉定干混悬剂,急性咽炎,cure
头孢拉定干混悬剂,呼吸道感染,cure
头孢拉定干混悬剂,肺炎,cure
头孢拉定干混悬剂,扁桃体炎,cure
头孢拉定干混悬剂,中耳炎,cure
注射用头孢拉定,中耳炎,cure
注射用头孢拉定,中耳炎,cure
注射用头孢拉定,中耳炎,cure
头孢拉定颗粒,中耳炎,cure
注射用头孢硫脒,尿路感染,cure
注射用头孢硫脒,尿路感染,cure
注射用头孢硫脒,尿路感染,cure
注射用头孢硫脒,尿路感染,cure
注射用头孢孟多酯钠,尿路感染,cure
注射用头孢孟多酯钠,尿路感染,cure
注射用头孢孟多酯钠,尿路感染,cure
注射用头孢孟多酯钠,尿路感染,cure
注射用头孢孟多酯钠,尿路感染,cure
注射用头孢孟多酯钠,尿路感染,cure
注射用头孢孟多酯钠,尿路感染,cure
注射用头孢孟多酯钠,尿路感染,cure
注射用头孢孟多酯钠,尿路感染,cure
注射用头孢米诺钠,附件炎,cure
注射用头孢米诺钠,子宫附件炎,cure
注射用头孢米诺钠,泌尿系统感染,cure
注射用头孢米诺钠,败血症,cure
注射用头孢米诺钠,气管炎,cure
注射用头孢米诺钠,肺炎,cure
注射用头孢米诺钠,支气管炎,cure
注射用头孢米诺钠,呼吸系统感染,cure
注射用头孢米诺钠,败血症,cure
注射用头孢米诺钠,气管炎,cure
注射用头孢米诺钠,肺炎,cure
注射用头孢米诺钠,支气管炎,cure
注射用头孢米诺钠,呼吸系统感染,cure
注射用头孢米诺钠,败血症,cure
注射用头孢米诺钠,气管炎,cure
注射用头孢米诺钠,肺炎,cure
注射用头孢米诺钠,支气管炎,cure
注射用头孢米诺钠,呼吸系统感染,cure
注射用头孢米诺钠,败血症,cure
注射用头孢米诺钠,气管炎,cure
注射用头孢尼西钠,尿路感染,cure
注射用头孢尼西钠,尿路感染,cure
注射用头孢尼西钠,呼吸道感染,cure
注射用头孢尼西钠,尿路感染,cure
注射用头孢尼西钠,尿路感染,cure
注射用头孢尼西钠,呼吸道感染,cure
注射用头孢尼西钠,尿路感染,cure
注射用头孢尼西钠,尿路感染,cure
注射用头孢尼西钠,呼吸道感染,cure
注射用头孢哌酮钠舒巴坦钠（2:1）,腹内感染,cure
注射用头孢哌酮钠舒巴坦钠（2:1）,眼部感染,cure
注射用头孢哌酮钠舒巴坦钠（2:1）,尿道感染,cure
注射用头孢哌酮钠舒巴坦钠（2:1）,腹内感染,cure
注射用头孢哌酮钠舒巴坦钠（2:1）,眼部感染,cure
注射用头孢哌酮钠舒巴坦钠（2:1）,尿道感染,cure
注射用头孢哌酮钠舒巴坦钠（2:1）,腹内感染,cure
注射用头孢哌酮钠舒巴坦钠（2:1）,眼部感染,cure
注射用头孢哌酮钠舒巴坦钠（2:1）,尿道感染,cure
注射用头孢哌酮钠舒巴坦钠（2:1）,腹内感染,cure
注射用头孢哌酮钠舒巴坦钠（2:1）,眼部感染,cure
注射用头孢哌酮钠他唑巴坦钠,慢性支气管炎,cure
注射用头孢哌酮钠他唑巴坦钠,生殖系统感染,cure
注射用头孢哌酮钠他唑巴坦钠,淋病,cure
注射用头孢哌酮钠他唑巴坦钠,生殖道感染,cure
注射用头孢哌酮钠他唑巴坦钠,急性支气管炎,cure
注射用头孢哌酮钠他唑巴坦钠,肾盂肾炎,cure
注射用头孢匹胺钠,肺脓肿,cure
注射用头孢匹胺钠,脓肿,cure
注射用头孢匹胺钠,子宫内感染,cure
注射用头孢匹胺钠,流感,cure
注射用头孢匹胺钠,咽喉炎,cure
注射用头孢匹胺钠,腹膜炎,cure
注射用头孢匹胺钠,烧伤,cure
注射用头孢匹胺钠,肺脓肿,cure
注射用头孢匹胺钠,脓肿,cure
注射用头孢匹胺钠,子宫内感染,cure
注射用头孢匹胺钠,流感,cure
注射用头孢匹胺钠,咽喉炎,cure
注射用头孢匹胺钠,腹膜炎,cure
注射用头孢匹胺钠,烧伤,cure
注射用头孢匹胺钠,肺脓肿,cure
注射用头孢匹胺钠,脓肿,cure
注射用头孢匹胺钠,子宫内感染,cure
注射用头孢匹胺钠,流感,cure
注射用头孢匹胺钠,咽喉炎,cure
注射用头孢匹胺钠,腹膜炎,cure
注射用头孢匹胺钠,烧伤,cure
注射用头孢匹胺钠,肺脓肿,cure
注射用头孢匹胺钠,脓肿,cure
注射用头孢匹胺钠,子宫内感染,cure
头孢羟氨苄胶囊,尿路感染,cure
头孢羟氨苄胶囊,急性咽炎,cure
头孢羟氨苄颗粒,皮肤软组织,cure
头孢羟氨苄胶囊,皮肤软组织感染,cure
头孢羟氨苄分散片,喉炎,cure
头孢羟氨苄分散片,肾炎,cure
头孢羟氨苄颗粒,皮肤软组织,cure
头孢羟氨苄胶囊,尿路感染,cure
头孢羟氨苄胶囊,咽炎,cure
头孢羟氨苄胶囊,皮肤软组织感染,cure
头孢羟氨苄胶囊,尿路感染,cure
头孢羟氨苄胶囊,急性咽炎,cure
头孢羟氨苄胶囊,肺部感染,cure
头孢羟氨苄胶囊,重症感染,cure
头孢羟氨苄胶囊,尿路感染,cure
头孢羟氨苄胶囊,咽炎,cure
头孢羟氨苄胶囊,皮肤软组织感染,cure
头孢羟氨苄胶囊,尿路感染,cure
头孢羟氨苄胶囊,急性咽炎,cure
头孢羟氨苄胶囊,肺部感染,cure
头孢羟氨苄胶囊,重症感染,cure
头孢羟氨苄胶囊,尿路感染,cure
头孢羟氨苄胶囊,咽炎,cure
头孢羟氨苄胶囊,皮肤软组织感染,cure
头孢羟氨苄胶囊,尿路感染,cure
头孢羟氨苄胶囊,急性咽炎,cure
头孢羟氨苄胶囊,肺部感染,cure
头孢羟氨苄胶囊,重症感染,cure
头孢羟氨苄胶囊,尿路感染,cure
头孢羟氨苄片,咽炎,cure
头孢羟氨苄胶囊,皮肤软组织感染,cure
头孢羟氨苄胶囊,尿路感染,cure
头孢羟氨苄胶囊,急性咽炎,cure
头孢羟氨苄胶囊,肺部感染,cure
头孢羟氨苄胶囊,重症感染,cure
注射用头孢噻肟钠,生殖道感染,cure
注射用头孢噻肟钠,尿路感染,cure
注射用头孢噻肟钠,骨和关节感染,cure
注射用头孢噻肟钠,尿路感染,cure
注射用头孢噻肟钠,生殖道感染,cure
注射用头孢噻肟钠,尿路感染,cure
注射用头孢噻肟钠,骨和关节感染,cure
注射用头孢噻肟钠,尿路感染,cure
注射用头孢噻肟钠,生殖道感染,cure
注射用头孢噻肟钠,尿路感染,cure
注射用头孢噻肟钠,骨和关节感染,cure
注射用头孢噻肟钠,尿路感染,cure
注射用头孢噻肟钠,生殖道感染,cure
注射用头孢噻肟钠,尿路感染,cure
注射用头孢噻肟钠,骨和关节感染,cure
注射用头孢噻肟钠,尿路感染,cure
注射用头孢噻肟钠,生殖道感染,cure
注射用头孢噻肟钠,尿路感染,cure
注射用头孢噻肟钠,骨和关节感染,cure
注射用头孢噻肟钠,尿路感染,cure
注射用头孢噻肟钠,生殖道感染,cure
注射用头孢噻肟钠,尿路感染,cure
注射用头孢噻肟钠,骨和关节感染,cure
注射用头孢噻肟钠,尿路感染,cure
注射用头孢噻肟钠,生殖道感染,cure
注射用头孢噻肟钠,尿路感染,cure
注射用头孢噻肟钠,骨和关节感染,cure
注射用头孢噻肟钠,尿路感染,cure
注射用头孢噻肟钠,生殖道感染,cure
注射用头孢噻肟钠,尿路感染,cure
注射用头孢噻肟钠,骨和关节感染,cure
注射用头孢噻肟钠,尿路感染,cure
注射用头孢噻肟钠,生殖道感染,cure
注射用头孢替唑钠,泌尿系统感染,cure
注射用头孢替唑钠,泌尿系统感染,cure
注射用头孢西丁钠,败血症,cure
注射用头孢西丁钠,腹膜炎,cure
注射用头孢西丁钠,呼吸道感染,cure
注射用头孢西丁钠,淋病,cure
注射用头孢西丁钠,泌尿道感染,cure
注射用头孢西丁钠,内膜炎,cure
注射用头孢西丁钠,尿道感染,cure
注射用头孢西丁钠,软组织感染,cure
注射用头孢西丁钠,上下呼吸道感染,cure
注射用头孢西丁钠,下呼吸道感染,cure
注射用头孢西丁钠,心内膜炎,cure
注射用头孢唑林钠,败血症,cure
注射用头孢唑林钠,手术,cure
注射用头孢唑林钠,骨和关节感染,cure
注射用头孢唑林钠,外科手术前的预防用药,cure
注射用头孢唑林钠,淋病,cure
注射用头孢唑林钠,感染性心内膜炎,cure
注射用头孢唑林钠,尿路感染,cure
注射用头孢唑林钠,尿路感染,cure
注射用头孢唑林钠,皮肤软组织,cure
注射用头孢唑林钠,中耳炎,cure
注射用头孢唑林钠,气管炎,cure
注射用头孢唑林钠,败血症,cure
注射用头孢唑林钠,手术,cure
注射用头孢唑林钠,骨和关节感染,cure
注射用头孢唑林钠,外科手术前的预防用药,cure
注射用头孢唑林钠,淋病,cure
注射用头孢唑林钠,感染性心内膜炎,cure
注射用头孢唑林钠,尿路感染,cure
注射用头孢唑林钠,尿路感染,cure
注射用头孢唑林钠,皮肤软组织,cure
注射用头孢唑林钠,中耳炎,cure
注射用头孢唑林钠,气管炎,cure
注射用头孢唑林钠,败血症,cure
注射用头孢唑林钠,手术,cure
注射用头孢唑林钠,骨和关节感染,cure
注射用头孢唑林钠,外科手术前的预防用药,cure
注射用头孢唑林钠,淋病,cure
注射用头孢唑林钠,感染性心内膜炎,cure
注射用头孢唑林钠,尿路感染,cure
注射用头孢唑林钠,尿路感染,cure
注射用头孢唑林钠,皮肤软组织,cure
注射用头孢唑林钠,中耳炎,cure
注射用头孢唑林钠,气管炎,cure
注射用头孢唑啉钠,败血症,cure
注射用头孢唑啉钠,外伤,cure
注射用头孢唑肟钠,流感,cure
注射用头孢唑肟钠,腹腔感染,cure
注射用头孢唑肟钠,尿路感染,cure
注射用头孢唑肟钠,皮肤软组织,cure
注射用头孢唑肟钠,流感,cure
注射用头孢唑肟钠,腹腔感染,cure
注射用头孢唑肟钠,尿路感染,cure
注射用头孢唑肟钠,皮肤软组织,cure
注射用头孢唑肟钠,流感,cure
注射用头孢唑肟钠,腹腔感染,cure
注射用头孢唑肟钠,尿路感染,cure
注射用头孢唑肟钠,皮肤软组织,cure
注射用头孢唑肟钠,流感,cure
注射用头孢唑肟钠,腹腔感染,cure
注射用头孢唑肟钠,尿路感染,cure
注射用头孢唑肟钠,皮肤软组织,cure
注射用头孢唑肟钠,流感,cure
注射用头孢唑肟钠,腹腔感染,cure
注射用头孢唑肟钠,尿路感染,cure
土霉素软膏,慢性溃疡,cure
土霉素眼膏,结膜炎,cure
土霉素片,性病,cure
土霉素软膏,慢性溃疡,cure
土霉素片,软下疳,cure
土霉素片,尿道炎,cure
土霉素片,流行性斑疹伤寒,cure
土霉素片,霍乱,cure
土霉素片,回归热,cure
土霉素片,宫颈炎,cure
土霉素片,地方性斑疹伤寒,cure
土霉素片,Q热,cure
土霉素片,支原体属感染,cure
土霉素胶囊,霍乱,cure
土霉素软膏,脓疱,cure
土霉素胶囊,地方性斑疹伤寒,cure
土霉素胶囊,Q热,cure
土霉素胶囊,支原体属感染,cure
土霉素胶囊,衣原体属感染,cure
土霉素胶囊,性病,cure
土霉素胶囊,兔热病,cure
土霉素胶囊,沙眼,cure
土霉素胶囊,Q热,cure
土霉素胶囊,支原体属感染,cure
土霉素片,宫颈炎,cure
土霉素片,宫颈炎,cure
土霉素眼膏,沙眼,cure
托吡卡胺滴眼液,调节麻痹,cure
托吡卡胺滴眼液,调节麻痹,cure
托吡卡胺滴眼液,调节麻痹,cure
托拉塞米片,高血压,cure
托西酸舒他西林片,扁桃体炎,cure
托西酸舒他西林片,中耳炎,cure
托西酸舒他西林颗粒,下呼吸道感染,cure
托西酸舒他西林片,软组织感染,cure
托西酸舒他西林片,皮肤软组织感染,cure
脱氧核苷酸钠注射液,再生障碍性贫血,cure
脱氧核苷酸钠片,再生障碍性贫血,cure
脱氧核苷酸钠片,再生障碍性贫血,cure
脱氧核苷酸钠片,再生障碍性贫血,cure
妥布霉素氯化钠注射液,慢性支气管炎,cure
妥布霉素氯化钠注射液,心内膜炎,cure
妥布霉素氯化钠注射液,膀胱炎,cure
妥布霉素氯化钠注射液,肺炎,cure
妥布霉素氯化钠注射液,前列腺炎,cure
维A酸软膏,银屑病,cure
维A酸,白斑,cure
维B1乳酸钙片,小儿佝偻病,cure
维C橙皮苷颗粒,紫癜,cure
维C橙皮苷颗粒,紫癜,cure
维D2果糖酸钙注射液,佝偻病,cure
维D2果糖酸钙注射液,过敏,cure
维D2果糖酸钙注射液,佝偻病,cure
维D2果糖酸钙注射液,过敏,cure
维胺酯胶丸,鱼鳞病,cure
维胺酯胶囊,鱼鳞病,cure
维胺酯维E乳膏,痤疮,cure
维丙胺注射液,急性肝炎,cure
维丙胺注射液,急性肝炎,cure
注射用维库溴铵,手术中的肌肉松弛,cure
注射用维库溴铵,手术中的肌肉松弛,cure
注射用维库溴铵,手术中的肌肉松弛,cure
注射用维库溴铵,手术中的肌肉松弛,cure
维磷葡钙片,佝偻病,cure
维酶素片,胃炎,cure
维酶素片,胃炎,cure
维生素A胶丸,夜盲症,cure
维生素A胶丸,维生素A缺乏症,cure
维生素AD胶丸,手足抽搐症,cure
维生素AD胶丸,小儿手足抽搐症,cure
维生素AD胶丸,手足抽搐症,cure
维生素AD软胶囊,干眼症,cure
维生素AE胶丸,夜盲症,cure
维生素AE胶丸,习惯性流产,cure
维生素A糖丸,干眼症,cure
维生素B1注射液,周围神经炎,cure
维生素B1片,消化不良,cure
维生素B1片,消化不良,cure
维生素B1注射液,消化不良,cure
维生素B1丸,神经炎,cure
维生素B1丸,神经炎,cure
维生素B1丸,神经炎,cure
维生素B1丸,发热,cure
维生素B1丸,营养不良,cure
维生素B1丸,神经炎,cure
维生素B1丸,神经炎,cure
维生素B1丸,神经炎,cure
维生素B1注射液,消化不良,cure
维生素B1注射液,维生素B1缺乏,cure
维生素B1注射液,神经炎,cure
维生素B1注射液,周围神经炎,cure
维生素B1注射液,维生素B1缺乏引起的周围神经炎,cure
维生素B12注射液,巨幼细胞性贫血,cure
维生素B12注射液,巨幼细胞性贫血,cure
